Site, Site name, Start, End, Lat, Lon
040311, NUKINENDA, 1901, 1995, -27.0600, 152.1403
040312, NEW BEITH, 1961, .., -27.7354, 152.9443
040313, NEARA CREEK STATION, 1961, 1978, -26.9333, 152.4667
040314, RIPLEY VALLEY, 1961, 2008, -27.7189, 152.8172
040315, MOUNT KILCOY, 1961, 1970, -26.7833, 152.5667
040316, RUNNING CREEK, 1962, 1967, -28.3017, 152.9117
040317, RANGE VIEW, 1961, .., -27.7508, 152.6664
040318, KIRKLEAGH, 1953, 1991, -27.0258, 152.5642
040319, ROCKY POINT SUGAR MILL, 1956, .., -27.7349, 153.3273
040320, FORT LYTTON, 1964, .., -27.4128, 153.1506
040321, DALLARNIL TELEPHONE EXCH, 1904, 1983, -25.3833, 152.0500
040322, IPSWICH RODERICK ST, 1896, 1919, -27.6333, 152.7333
040323, THE GLEN, 1961, 1965, -27.0167, 152.3000
040324, MOUNT COOT-THA, 1964, 1975, -27.4833, 152.9500
040325, FERNY HILLS STATE SCHOOL, 1964, 1973, -27.4000, 152.9333
040326, ASHGROVE BOWLS CLUB, 1964, 2009, -27.4428, 152.9744
040327, MARY SMOKES, 1928, 1945, -26.9000, 152.7000
040328, GORDON BROOK, 1899, 1917, -26.4667, 151.7000
040329, ATKINSONS DAM, 1997, 2018, -27.4200, 152.4506
040330, HILLCREST, 1909, 1924, -26.7500, 153.0000
040331, IPSWICH PUMP, 1909, 1922, -27.6333, 152.7333
040332, TARINGA, 1898, 1942, -27.5000, 153.0000
040333, BOOVAL, 1899, 1929, -27.6167, 152.7833
040334, BIGGENDEN ALERT, 1997, .., -25.5122, 152.0389
040335, MT TAMBORINE ALERT, 1997, .., -27.9694, 153.2133
040336, VERESDALE, 1880, 1933, -27.9000, 153.0000
040337, ST HELENA ISLAND, 1874, 1939, -27.3833, 153.2167
040338, GIGOOMGAN, 1890, 1943, -25.7000, 152.2500
040339, ASCOT, 1898, 1930, -27.4000, 153.1000
040340, ASHWELL, 1890, 1929, -27.6000, 152.6000
040341, WONGAWALLAN ALERT, 1998, .., -27.8794, 153.2139
040342, CHIGIGUM FARM, 1964, 1980, -28.1500, 153.2333
040343, WAMURAN, 1915, .., -27.0397, 152.8678
040344, BULIMBA, 1887, 1901, -27.4500, 153.0500
040345, LUSCOMBE ALERT, 1997, .., -27.8064, 153.2072
040346, BROMELTON, 1890, 1929, -27.9667, 152.9333
040347, BROOKFIELD, 1894, 1924, -27.4833, 152.9000
040348, BOONDOOMA, 1885, 1924, -26.2000, 151.3000
040349, ALDERSHOT, 1899, 1911, -25.4667, 152.6833
040350, WOOLOOWIN, 1888, 1922, -27.4333, 153.0500
040351, YEERONGPILLY GOLF LINKS, 1915, 1917, -27.5333, 153.0167
040352, WONGA, 1930, 1942, -28.0000, 152.2500
040353, SOUTH PASSAGE, 1899, 1922, -27.3667, 153.4500
040354, NORMAN PARK, 1902, 1909, -27.4833, 153.0667
040355, NEW FARM, 1889, 1911, -27.4667, 153.0500
040356, MOUNT WOOT-THA, 1895, 1917, -26.7833, 152.8167
040357, KANNANGUR, 1890, 1919, -27.0333, 152.3667
040358, LYTTON, 1870, 1903, -27.4000, 153.1500
040359, HIGHGATE HILL, 1927, 1934, -27.4833, 153.0167
040360, FERNYHURST, 1905, 1930, -26.9833, 152.3667
040361, HEMMANT, 1899, 1910, -27.4500, 153.1333
040362, ROCKVIEW, 1917, 1947, -28.3000, 153.0000
040363, MOUNT GIPPS, 1917, 1945, -28.3233, 152.9906
040364, ANGLESEA, 1909, 1930, -26.8000, 152.9500
040365, WOOLOOGA, 1890, .., -26.0528, 152.3919
040366, TARTARS CREEK, 1964, 1966, -28.3000, 152.8667
040367, ST LUCIA TRAINING FARM, 1933, 1938, -27.4667, 153.0167
040368, LYNNDON PARK BOWLS CLUB, 1965, 2006, -27.5247, 153.0633
040369, DARRA, 1894, 1903, -27.5667, 152.9500
040370, DUGANDAN, 1896, 1909, -28.0167, 152.6833
040371, EMSCOTE FARM, 1893, 1920, -26.8500, 152.8667
040372, MALENY, 1905, 1926, -26.7667, 152.8500
040373, FERNVALE, 1896, 1904, -27.4500, 152.6500
040374, FRANKLYN VALE, 1885, .., -27.7594, 152.4564
040375, GLENBAR, 1909, 1915, -26.7000, 152.9833
040376, TYUNGUN ALERT, 1997, .., -28.0867, 153.1594
040377, BRIGOODA, 1950, 2009, -26.2575, 151.4108
040378, TINTON, 1952, 1987, -27.1931, 152.2992
040379, GLASTONBURY, 1937, 1976, -26.2167, 152.5167
040380, CEDAR MOUNTAIN, 1966, 1968, -28.1167, 152.3667
040381, THE DIP, 1966, 1970, -28.2500, 152.8833
040382, CROWS NEST, 1893, 2011, -27.2711, 152.0642
040383, GREENSLOPES PRIVATE HOSPITAL, 1965, 2015, -27.5119, 153.0450
040384, MOUNT SYLVIA, 1953, 2003, -27.7219, 152.2239
040385, MINMORE, 1920, .., -26.5539, 151.6679
040386, KENILWORTH BRIDGE, 1893, .., -26.5892, 152.7322
040387, LINVILLE, 1956, .., -26.8242, 152.2741
040388, UPPER TENTHILL, 1959, .., -27.6342, 152.2206
040389, KANDANGA UPPER, 1955, 2008, -26.3967, 152.6147
040390, TEDDINGTON WATERWORKS, 1950, .., -25.6502, 152.6646
040391, WATTS BRIDGE, 1951, 1981, -27.0867, 152.4700
040392, TOWNSON EAST, 1937, 1978, -27.9000, 152.3833
040393, BAROON POCKET, 1941, 1972, -26.7167, 152.8667
040394, MOUNT BARNEY, 1967, .., -28.2321, 152.7829
040395, FORDSDALE, 1953, .., -27.7183, 152.1211
040396, MALENY DENNING RD, 1927, .., -26.7778, 152.8033
040397, MT WHITESTONE, 1950, .., -27.6683, 152.1592
040398, MT KILCOY, 1938, 1975, -26.9167, 152.5833
040399, MUNNA CREEK, 1923, 1992, -25.8983, 152.3467
040400, MOORANG, 1919, .., -27.9065, 152.4736
040401, TEEBAR, 1928, 1989, -25.7000, 152.2000
040402, FORTLAND, 1959, 1995, -28.1181, 152.8522
040403, BUARABA, 1952, .., -27.3981, 152.3553
040404, GLENAPP, 1919, 2004, -28.2633, 152.8800
040405, HERVEY BAY AIRPORT, 1999, .., -25.3220, 152.8817
040406, BEENLEIGH BOWLS CLUB, 1967, 2010, -27.7094, 153.2014
040407, LUMEAH, 1931, .., -28.0557, 153.0330
040408, CARBROOK LONGLAND ROAD, 1967, 2018, -27.6843, 153.2809
040409, GLEN RETREAT, 1967, 1975, -27.9333, 152.8000
040410, JACOBS WELL, 1967, 1975, -27.7833, 153.3333
040411, ROMANI, 1967, 2001, -27.8481, 152.9061
040412, TOOGOOM, 1967, .., -25.2483, 152.6636
040413, CENTRAL KERRY, 1967, .., -28.1556, 153.0401
040414, WIDGEE FOREST RES 242, 1968, 1969, -26.2167, 152.5000
040415, SURFERS PARADISE 4GG, 1968, 1979, -28.0167, 153.4167
040416, CLEARVIEW TM, 1967, .., -28.0017, 153.3083
040417, MIAMI BARDON AVE, 1968, .., -28.0686, 153.4241
040418, MOGGILL VET RES FARM, 1968, 1976, -27.5275, 152.9222
040419, BOOMPA POST OFFICE, 1968, 1970, -25.5833, 152.1833
040420, COOLUM BOWLS CLUB, 1969, 2005, -26.5300, 153.0897
040421, SPRING BLUFF RAILWAY STN, 1895, 1999, -27.4636, 151.9900
040422, EMU CREEK, 1922, 1976, -27.0500, 152.0167
040423, JIMMYS SCRUB FOREST R612, 1953, 1977, -26.3000, 152.2500
040424, WEST HALDON, 1915, .., -27.7550, 152.0814
040425, DAYBORO STRONG ROAD, 1997, 2008, -27.2178, 152.8425
040426, GYMPIE, 1870, .., -26.1925, 152.6550
040427, GOODNA, 1895, 1989, -27.6000, 152.9000
040428, BRIAN PASTURES, 1968, .., -25.6550, 151.7450
040429, ROCHEDALE SOUTH, 1969, 2012, -27.5942, 153.1181
040430, URANGAN HIBISCUS ST, 1969, .., -25.2825, 152.8994
040431, ESK STATE FOREST R531, 1969, 1993, -27.2881, 152.3333
040432, MONSILDALE SCHOOL, 1945, 1961, -26.7000, 152.4000
040433, GREEN VALLEY, 1969, 1970, -28.2333, 153.3667
040434, OWANYILLA RAILWAY STN, 1969, 1978, -25.6667, 152.6000
040435, MT MOWBULLAN, 1969, .., -26.8939, 151.6083
040436, GATTON DAFF RESEARCH STN, 1968, 2014, -27.5456, 152.3289
040437, RIVERMEAD, 1971, 2003, -27.4464, 152.6447
040438, KIN KIN POST OFFICE, 1969, 2003, -26.2600, 152.8683
040439, ALPINE PANORAMA, 1969, 1981, -28.2333, 153.2833
040440, KALBAR, 1958, .., -27.9233, 152.6008
040441, LOWOOD, 1909, .., -27.4708, 152.5894
040442, CURRA, 1969, 1992, -26.0664, 152.5825
040443, MARYBOROUGH, 1875, .., -25.5411, 152.7056
040444, GATTON, 1929, .., -27.5550, 152.2750
040445, HARRISVILLE, 1890, .., -27.8133, 152.6417
040446, WIGTON, 1951, 1990, -25.9300, 151.6108
040447, RHONDA, 1953, .., -27.9902, 152.4610
040448, KINGAROY DPI, 1968, 1980, -26.5833, 151.7667
040449, PLACID HILLS, 1970, .., -27.5572, 152.2308
040450, LONG POCKET CSIRO LAB, 1968, 2011, -27.5129, 152.9960
040451, TOOLARA FORESTRY, 1970, 2017, -25.9963, 152.8335
040452, MT OMMANEY GOLF CLUB, 1971, 1995, -27.5469, 152.9222
040453, SHERWOOD MILES, 1949, 1950, -27.9167, 153.0000
040454, GLENLOGAN FIELD STATION, 1971, 1986, -27.8333, 153.0000
040455, DUNOLLIE, 1948, .., -25.8500, 151.3667
040456, TANSEY POST OFFICE, 1971, 1975, -26.0500, 152.0500
040457, WACOL DPI, 1971, 1980, -27.5767, 152.9042
040458, CAPALABA WATER TREAT, 1971, .., -27.5314, 153.1825
040459, CARINA BCC DONALDSON RD, 1971, 1989, -27.5000, 153.1000
040460, MOUNT COTTON FARM, 1966, .., -27.6081, 153.2381
040461, FERNY HILLS AUST WOOLSHED, 1971, 2006, -27.3947, 152.9308
040462, CLOVER DOWNS, 1971, 1973, -27.7500, 152.9167
040463, OXLEY, 1971, .., -27.5795, 152.9875
040464, TEEWAH CREEK SITE NO 1, 1972, 1981, -26.0167, 153.0500
040465, TEEWAH CREEK SITE NO 2, 1972, 1993, -26.0333, 153.0667
040466, TEEWAH CREEK SITE NO 3, 1972, 1981, -26.0667, 153.0500
040467, TEEWAH CREEK SITE NO 4, 1972, 1981, -26.0167, 153.0167
040468, CANNON HILL BOWLS CLUB, 1972, 2011, -27.4686, 153.0814
040469, MARODIAN HOMESTEAD, 1923, .., -25.8694, 152.3172
040470, MT BAUPLE MAC FARMS, 1972, 1996, -25.9064, 152.5928
040471, COURAN COVE, 1972, 2013, -27.8220, 153.4110
040472, SOUTH AMAMOOR CREEK, 1972, 1993, -26.3994, 152.5164
040473, BOOUBYJAN, 1896, 1973, -25.9500, 151.9667
040474, KILROCK, 1939, 1973, -25.8833, 151.2833
040475, KULLOGUM FORESTRY, 1952, 1982, -25.3333, 152.2667
040476, KEPERRA COUNTRY GOLF CLUB, 1972, 2011, -27.4094, 152.9525
040477, MONOGORILBY, 1938, 1981, -26.0500, 151.0500
040478, K'GARI EURONG, 1972, .., -25.5048, 153.1289
040479, ENOGGERA ARMY, 1972, 1984, -27.4333, 152.9833
040480, PERSEVERANCE DAM, 1971, .., -27.2883, 152.1239
040481, BORUMBA DAM, 1960, 2016, -26.5039, 152.5861
040482, ST MARYS S/F 57, 1952, 1980, -25.6500, 152.4500
040483, POINTRO, 1922, 1971, -28.1833, 152.6667
040484, CURRIGEE, 1972, 1997, -27.8881, 153.4231
040485, WILSONS PEAK, 1919, .., -28.2490, 152.5232
040486, YABBA STATION, 1912, .., -26.6061, 152.4392
040487, BINNA BURRA, 1954, 1993, -28.2025, 153.1900
040488, GRANGE BOWLING CLUB, 1972, 2008, -27.4236, 153.0183
040489, ETTIEWYN, 1972, 1972, -25.9000, 151.8500
040490, CARNEYS CREEK THE RANCH, 1972, .., -28.2086, 152.5389
040491, AMAMA, 1972, 2002, -26.3667, 152.5661
040492, YIELO, 1972, 2012, -26.6700, 152.5139
040493, HOMELEIGH, 1912, .., -27.7800, 152.5346
040494, BANCROFT PARK TM, 1971, 1996, -27.4453, 153.0047
040495, GYMPIE ROAD TM, 1972, 2013, -27.4156, 153.0353
040496, CALOUNDRA WTP, 1972, 2011, -26.7850, 153.1147
040497, THE OVERFLOW, 1944, 2010, -27.9319, 152.8575
040498, FICKS CROSSING, 1973, 1996, -26.2667, 151.8831
040499, ACHIL BOONDOOMA, 1973, 2003, -26.2239, 151.2986
040500, EMBREYS BRIDGE, 1974, .., -26.6403, 151.9431
040501, PROSTON, 1973, 1984, -26.1833, 151.6000
040502, BEAUDESERT AVONDALE, 1973, 1996, -27.9611, 152.9808
040503, TALLEGALLA ALERT, 1978, .., -27.6075, 152.5800
040504, BROMFLEET, 1927, 1964, -27.9000, 153.1167
040505, NEAAVIE, 1906, 1941, -25.9000, 151.8333
040506, BRISBANE LIGHTNING, 1973, 2000, -27.5000, 153.0167
040507, MOUNT GRAVATT LIGHTNING, 1973, 2004, -27.5500, 153.0667
040508, MOUNT TAMBORINE LIGHTNING, 1973, 1978, -27.9000, 153.0000
040509, SANDY GULLY, 1910, 1965, -27.1333, 152.3333
040510, PALEN CREEK, 1916, 1963, -28.2667, 152.8333
040511, LOGAN BANK GLENEAGLE, 1924, 1933, -27.9333, 152.9833
040512, FORESTDALE STAPYLTON RD, 1973, 2007, -27.6542, 152.9856
040513, NAMBOUR LIGHTNING, 1966, 1972, -26.6333, 152.9500
040514, KEDRON BROOK, 1972, 1993, -27.4050, 152.9767
040515, DAANDINE PASTORAL CO, 1972, 1977, -28.0167, 152.2333
040516, COOMERA FOXWELL ROAD, 1997, .., -27.8429, 153.3502
040517, MCKENZIE CREEK, 1953, .., -27.1953, 152.7539
040518, WOODFORD LIGHTNING, 1966, 1984, -26.9667, 152.7833
040519, IPSWICH LIGHTNING, 1967, 1986, -27.6500, 152.7500
040520, BEENLEIGH LIGHTNING, 1966, 1981, -27.7167, 153.2000
040521, GATTON LIGHTNING, 1966, 1984, -27.5500, 152.2667
040522, WINDERA, 1890, 1979, -26.0500, 151.8333
040523, BOONAH BORDER GATE, 1958, 2007, -28.2653, 152.5356
040524, LITTLE NERANG DAM, 1926, .., -28.1444, 153.2858
040525, KIAMBA, 1952, 2021, -26.5936, 152.9036
040526, MT NEBO BCC, 1973, 2004, -27.3850, 152.7792
040527, ACACIA RIDGE BCC, 1973, 1991, -27.6167, 153.0433
040528, BCC 3 CATCHMENTS, 1970, 2000, -27.4439, 152.8256
040529, MOUNT GRAVATT EAST BCC, 1971, 1989, -27.5403, 153.0983
040530, INALA BCC, 1973, 2006, -27.5853, 152.9883
040531, BOONDALL, 1973, 2016, -27.3486, 153.0647
040532, WYNNUM BCC, 1973, 1997, -27.4247, 153.1614
040533, MT COOT-THA ABQ 2 BCC, 1971, 1995, -27.4664, 152.9450
040534, WUNBURRA, 1953, .., -28.1629, 153.2641
040535, CAINBABLE, 1929, 1974, -28.1167, 153.0833
040536, OCEAN VIEW, 1956, 2005, -27.1375, 152.8078
040537, DUNWICH, 1960, .., -27.5028, 153.4136
040538, TABRAGALBA, 1889, 1993, -27.9833, 153.0775
040539, DULBOLLA, 1937, .., -28.2119, 152.8786
040540, GLENORE GROVE, 1955, 1995, -27.5247, 152.4086
040541, IPSWICH, 1894, 1986, -27.6167, 152.7667
040542, MACLEAN BRIDGE, 1959, .., -27.7866, 153.0153
040543, IMBIL, 1928, 2005, -26.4592, 152.6792
040544, BROMFLEET, 1927, 2013, -27.9125, 153.1022
040545, MOGGILL BVRT, 1964, 1997, -27.5883, 152.8567
040546, MIDDLE CREEK, 1967, 1989, -27.2667, 152.5500
040547, MORETON SUGAR MILL, 1954, 2004, -26.6267, 152.9567
040548, PEACHESTER, 1927, 1984, -26.8333, 152.8500
040549, ROSEWOOD, 1909, .., -27.6594, 152.6044
040550, NUMINBAH, 1928, .., -28.2452, 153.2369
040551, WIVENHOE BRIDGE, 1953, 1982, -27.4333, 152.6500
040552, WIVENHOE POCKET, 1950, 2008, -27.4111, 152.6144
040553, BEERWAH CSIRO RES STN, 1973, 1983, -26.8425, 153.0261
040554, CLOVERDALE LAWNS, 1974, 1977, -27.6167, 152.9833
040555, TOOLARA (KELLY), 1997, 2017, -25.9713, 152.8609
040556, WEENS BRIDGE, 1941, 1981, -26.5167, 151.7667
040557, ILLAVALE, 1919, 1986, -26.1167, 152.4333
040558, GLENGAVEN, 1997, 2010, -28.2157, 153.2347
040559, MOFFATDALE, 1951, 1979, -26.2667, 151.9833
040560, WALLOON, 1897, 1902, -27.6000, 152.6667
040561, BELLI PARK, 1907, 2008, -26.5139, 152.8314
040562, BULWER SIGNAL STATION, 1899, 1913, -27.0833, 153.3667
040563, WAKEFIELD, 1910, 1916, -26.6333, 151.7000
040564, BROOWEENA FORESTRY RES, 1976, 1991, -25.5467, 152.2339
040565, BRISBANE PILE LIGHT, 1888, 1893, -27.3167, 153.2167
040566, SKYRING CREEK, 1920, 1934, -26.3833, 152.8000
040567, INGRAM, 1909, 1916, -27.9000, 152.9500
040568, WOODLANDS, 1893, 1928, -27.5667, 152.6167
040569, JOHNSTOWN, 1920, 1937, -26.4333, 152.0500
040570, MULGOWIE, 1998, 2004, -27.6964, 152.3569
040571, PIMPAMA STATE SCHOOL, 1908, 1926, -27.8167, 153.2833
040572, HOLMWOOD, 1893, 1929, -26.9667, 152.7000
040573, GABBINBAR, 1897, 1902, -27.6167, 151.9667
040574, CHIEFSWOOD, 1897, 1916, -27.4667, 152.9500
040575, TAMROOKUM, 1911, 1931, -28.1167, 152.9167
040576, RANGEVIEW FARM, 1947, 1970, -28.0000, 152.5000
040577, BOLLIER, 1916, 1967, -26.4333, 152.7167
040578, DAYBORO, 1995, 2012, -27.2114, 152.8025
040579, BETHANIA, 1952, 1957, -27.6833, 153.1500
040580, LOCKROSE, 1911, 1915, -27.5000, 152.4500
040581, CINNIBAR, 1912, 1918, -26.1167, 152.1833
040582, YELLOW PATCH LIGHT, 1920, 1929, -27.0333, 153.4500
040583, WIDGEE, 1929, .., -28.2714, 153.0742
040584, HINZE DAM, 1974, .., -28.0481, 153.2875
040585, BROOKLANDS, 1940, 1968, -26.7333, 151.8167
040586, MILLBROOK, 1888, 1918, -27.9167, 151.7500
040587, COOINDA, 1922, 1930, -26.5000, 151.4333
040588, MARSHLANDS, 1920, 1948, -26.1000, 151.7667
040589, CEDAR VIEW, 1920, 1950, -26.8000, 152.5833
040590, MANUMBAR MILL, 1910, 1967, -26.4000, 152.3667
040591, RANGEVIEW, 1947, 1970, -28.0000, 152.5000
040592, BROWNSLEIGH, 1951, 1965, -27.6833, 153.0000
040593, MOUNT HALLON, 1940, 1965, -27.3167, 152.4167
040594, WOOMBYE, 1898, 1924, -26.6667, 152.9667
040595, CRESSBROOK, 1888, 1904, -27.0833, 152.4500
040597, BOONAH FOREST HOME, 1921, 1969, -28.2000, 152.7333
040598, CLUMBER, 1919, 1961, -28.0833, 152.5667
040599, CAMBERRA, 1927, 1973, -28.2000, 153.3833
040600, GLEN ELLEN, 1926, 1950, -28.2333, 153.3667
040601, BELLEVUE, 1909, 1965, -27.3333, 152.5500
040602, GILSTON STATE SCHOOL, 1922, 1968, -28.0333, 153.3000
040603, OAKVALE, 1933, 1964, -26.9000, 152.5833
040604, BELVEDERE, 1931, 1950, -28.3333, 152.2000
040605, ROCK VIEW, 1919, 1969, -27.7867, 152.2667
040606, UPPER MUDGEERABA WATER, 1974, .., -28.1056, 153.3286
040607, SPRINGBROOK ROAD, 1981, .., -28.2033, 153.2721
040608, BENOWA WATER TREAT, 1974, 1990, -28.0039, 153.4008
040609, ELANORA WATER TREATMENT PLANT, 1935, .., -28.1178, 153.4457
040610, DARLINGTON, 1975, 2012, -28.2529, 153.0872
040611, YABBA CREEK, 1920, 1964, -28.3256, 152.3422
040612, GLEN ELGIN, 1920, 1971, -26.6000, 151.9833
040613, KIDAMAN, 1920, 1968, -26.6167, 152.7667
040614, MOUNT LINDSAY, 1919, 1972, -28.3500, 152.7333
040615, ROTTINGTON, 1927, 1959, -28.2167, 153.3500
040616, COOLABUNIA, 1920, 1968, -26.6333, 151.9333
040617, RAYNBIRD CREEK, 1953, 1970, -27.2500, 152.7333
040618, MONKLAND STATE SCHOOL, 1916, 1931, -26.2167, 152.6833
040619, RATHDOWNEY, 1917, 1973, -28.3183, 152.7269
040620, LENORE VALE, 1950, 1968, -28.2333, 153.2333
040621, INGLESIDE, 1940, 1960, -28.1667, 153.3833
040622, ROCKVILLE, 1934, 1962, -28.1500, 152.5167
040623, GREENBANK ARMY CAMP, 1974, 1992, -27.6911, 152.9917
040624, GIGOOM POST OFFICE, 1965, 1979, -25.3167, 152.2000
040625, MOUNT KANIGAN RADAR, 1975, .., -25.9575, 152.5769
040626, LOWOOD AERO, 1942, 1945, -27.5000, 152.5833
040627, WOODFORD, 1890, .., -26.9400, 152.7628
040628, WOODFORD BCC, 1975, 1995, -26.9425, 152.7608
040629, CORINDA, 1889, 1906, -27.5333, 152.9833
040630, BELLA VALE, 1920, 1941, -26.4500, 152.1833
040631, CHAMBERS FLAT, 1976, 1980, -27.7333, 153.1000
040632, GLENVIEW - ISAMBERT RD, 2005, 2010, -26.7592, 153.0239
040633, LAWNTON COLONIAL DRIVE, 1975, 2012, -27.2831, 152.9583
040634, CURRUMBIN VALLEY, 1999, 2001, -28.2058, 153.3936
040635, DANEWOOD VALE, 1963, .., -26.8369, 152.4914
040636, CHENREZIG INSTITUTE, 1975, 1979, -26.7500, 152.9000
040637, MOUNT MEE FOREST STATION, 1970, 2006, -27.0958, 152.7011
040638, BYRON/REEDY CK.CATCH.NO.1, 1975, 1980, -27.0833, 152.6500
040639, BYRON/REEDY CK.CATCH.NO.2, 1975, 1980, -27.2000, 152.6833
040640, BYRON/REEDY CK.CATCH.NO.3, 1975, 1980, -27.2500, 152.6833
040641, BYRON/REEDY CK.CATCH.NO.4, 1975, 1980, -27.1500, 152.6833
040642, BYRON/REEDY CK.CATCH.NO.5, 1975, 1980, -27.2167, 152.6667
040643, PT VERNON, 1975, 1987, -25.2500, 152.8167
040644, TIARO TOWNSHIP, 1975, 2019, -25.7275, 152.5825
040645, THEEBINE POST OFFICE, 1975, 1975, -25.9500, 152.5500
040646, BURRUM, 1945, 1971, -25.3333, 152.5833
040647, BRISBANE BAR TIDE TM, 1975, .., -27.3608, 153.1719
040648, LARAVALE, 1912, 1919, -28.0833, 152.9333
040649, BURLEIGH HEADS POST OFFICE, 1976, 1987, -28.0928, 153.4517
040650, CLEVELAND POLICE STN, 1976, 1992, -27.5217, 153.2792
040651, JIMNA FORESTRY, 1976, 2017, -26.6644, 152.4606
040652, ANCHORAGE INN, 1976, 1980, -27.9333, 153.4000
040653, BEAUMONT, 1931, 1938, -28.3000, 152.9667
040654, LAMINGTON, 1917, 1951, -28.2500, 152.9833
040655, YARRAMAN FORESTRY, 1976, 2010, -26.8383, 151.9803
040656, MAROOCHYDORE POST OFFICE, 1976, 1990, -26.6450, 153.0850
040657, SIRIOS, 1926, 1943, -27.5667, 152.5833
040658, BLI BLI, 1976, 2008, -26.6028, 153.0431
040659, GREENBANK THOMPSON ROAD, 1975, .., -27.6956, 152.9408
040660, MIAMI WAVE RECORDER STN, 1976, 1978, -28.0733, 153.4492
040661, MT GOONERINGEE, 1976, .., -27.0000, 152.4333
040662, LYONS BRIDGE, 1955, .., -27.4700, 152.5247
040663, TAABINGA, 1911, 1941, -26.6000, 151.7833
040664, YEERONGPILLY POST OFFICE, 1894, 1922, -27.5333, 153.0167
040665, WATERFORD, 1976, .., -27.6947, 153.1364
040666, BREMER RIVER, 1976, 1984, -27.6333, 152.7333
040667, WALLOON BVRT, 1975, 1997, -27.6286, 152.6683
040668, AMBERLEY BVRT, 1975, 1997, -27.6783, 152.6992
040669, WHITE CLIFFS, 1887, 1889, -25.4167, 153.0333
040670, GREYSTONLEA, 1977, 2006, -26.5639, 151.4383
040671, KILLARA, 1957, .., -26.2839, 151.1897
040672, WITHCOTT, 1974, .., -27.5486, 152.0236
040673, JINDALEE CLOVERDALE LAWN, 1977, 1982, -27.5333, 152.9500
040674, MT STANLEY STATION, 1977, 2017, -26.6614, 152.2003
040675, TOWNSON, 1977, .., -27.9097, 152.3886
040676, KOORALBYN AIRSTRIP, 1977, 1992, -28.0833, 152.8383
040677, MAROON DAM, 1971, .., -28.1752, 152.6557
040678, CRAWFORD DPI, 1963, 1969, -26.4833, 151.8333
040679, BAUPLE EAST TM, 1956, .., -25.8222, 152.7211
040680, TORBANLEA RAILWAY, 1978, 1992, -25.3500, 152.5983
040681, TIARO RAILWAY, 1978, 1979, -25.7333, 152.5833
040682, GUNALDA POST OFFICE, 1978, 2006, -25.9944, 152.5636
040683, LOWER CRESSBROOK, 1978, 1980, -27.1167, 152.4833
040684, EVANDALE, 1977, .., -28.0056, 153.4278
040685, BRIBIE ISLAND QLD UNI, 1978, 1993, -27.0467, 153.1667
040686, BEENHAM VALLEY RD, 1978, .., -26.1842, 152.8208
040687, THE GAP, 1966, 1984, -26.2167, 152.8333
040688, MIVA, 1909, .., -25.9575, 152.4919
040689, BISHOP ISLAND, 1971, 1992, -27.3667, 153.1667
040690, BRISBANE CITY TM, 1841, 2017, -27.4733, 153.0300
040691, QUINDREX, 1976, 1983, -28.1167, 153.3167
040692, BROADWATER, 1976, 1983, -27.8667, 153.4167
040693, HIGHVALE, 1954, .., -27.3786, 152.8164
040694, CLYDE, 1980, 1987, -26.5833, 151.9833
040695, PALMWOODS, 1930, .., -26.7097, 152.9275
040696, WOODFORD TM, 1977, 2002, -26.9206, 152.7792
040697, REDCLIFFE COUNCIL, 1981, 2004, -27.2450, 153.1006
040698, CONNEMARRA, 1981, 2002, -26.7881, 152.7308
040699, PIALBA RAILWAY STATION, 1980, 1987, -25.2833, 152.8367
040700, SPRINGBROOK QUOLL HOUSE, 1979, 1991, -28.2300, 153.2650
040701, KUSS ROAD, 1982, .., -27.6661, 152.5417
040702, STOKES CROSSING, 1982, .., -27.7641, 152.5374
040703, FERNY GROVE CEDAR CK RD, 1964, 1994, -27.4150, 152.9150
040704, MARSDEN, 1982, 2001, -27.6833, 153.1000
040705, CHURCHILL STREET TM, 1970, 2013, -25.5347, 152.7069
040706, LOWOOD TM, 1974, 2016, -27.4733, 152.5925
040707, BUNDAMBA LAGOON, 1982, 1993, -27.7417, 152.8400
040708, MONOGORILBY - HOME, 1983, .., -26.0336, 151.0603
040709, EAGLEBY, 1983, .., -27.6956, 153.1978
040710, YARRAHAPPINI, 1969, .., -27.8347, 152.9858
040711, BEATTY ROAD, 1971, 1994, -27.5850, 153.0067
040712, BORUMBA DAM, 1965, 1993, -26.4967, 152.5917
040713, JINDALEE (CENTENARY) BRIDGE, 1975, .., -27.5283, 152.9467
040714, ROUND MOUNTAIN TM, 1957, .., -28.0708, 152.9272
040715, SHAILER PARK OREGON DRVE, 1980, .., -27.6473, 153.1718
040716, LAIDLEY, 1982, .., -27.6514, 152.3808
040717, COOLANGATTA, 1982, .., -28.1681, 153.5053
040718, BROOKFIELD PENDALE STUD, 1983, 1989, -27.5000, 152.9000
040719, NEW BEITH TM, 1976, .., -27.7300, 152.9483
040720, MISTY MORN TM, 1972, 1996, -27.5131, 152.9267
040721, BOONARA ROMLEY, 1961, 2004, -26.0933, 152.0522
040722, BOONDOOMA DAM, 1982, .., -26.0942, 151.4417
040723, BEENLEIGH, 1984, .., -27.7269, 153.2194
040724, MERMAID WATERS TIMANA AV, 1984, 1995, -28.0497, 153.4250
040725, CHRISTMAS CREEK RD, 1984, 2009, -28.1683, 152.9883
